words@vb1988m	@vb1988m	152.916	153.204	я
words@vb1988m	@vb1988m	153.204	153.492	ничтожество
words@vb1988m	@vb1988m	153.492	153.78	/
words@vb1988m	@vb1988m	153.78	154.068	моё
words@vb1988m	@vb1988m	154.068	154.356	мнение
words@vb1988m	@vb1988m	154.356	154.644	никому
words@vb1988m	@vb1988m	154.644	154.932	не
words@vb1988m	@vb1988m	154.932	155.226	интересно
words@vb1988m	@vb1988m	155.716	156.083	хэштег
words@vb1988m	@vb1988m	156.083	156.45	/
words@vb1988m	@vb1988m	156.45	156.817	Чипорян
words@vb1988m	@vb1988m	156.817	157.184	в
words@vb1988m	@vb1988m	157.184	157.551	своё
words@vb1988m	@vb1988m	157.551	157.918	время
words@vb1988m	@vb1988m	157.918	158.285	запускал
words@vb1988m	@vb1988m	158.285	158.652	#вдох#
words@vb1988m	@vb1988m	158.652	159.026	э-э-э
words@vb1988m	@vb1988m	159.631	159.879	о
words@vb1988m	@vb1988m	159.879	160.127	чём
words@vb1988m	@vb1988m	160.127	160.375	новый
words@vb1988m	@vb1988m	160.375	160.623	концерт
words@vb1988m	@vb1988m	160.623	160.871	?
words@vb1988m	@vb1988m	160.871	161.121	спрашивают
words@vb1988m	@vb1988m	173.046	173.236	ты
words@vb1988m	@vb1988m	173.236	173.426	шесть
words@vb1988m	@vb1988m	173.426	173.616	лет
words@vb1988m	@vb1988m	173.616	173.806	в
words@vb1988m	@vb1988m	173.806	173.996	браке
words@vb1988m	@vb1988m	173.996	174.186	/
words@vb1988m	@vb1988m	174.186	174.376	у
words@vb1988m	@vb1988m	174.376	174.566	тебя
words@vb1988m	@vb1988m	174.566	174.756	нет
words@vb1988m	@vb1988m	174.756	174.946	детей
words@vb1988m	@vb1988m	174.946	175.136	?
words@vb1988m	@vb1988m	176.591	176.853	это
words@vb1988m	@vb1988m	176.853	177.115	прям
words@vb1988m	@vb1988m	177.115	177.377	осознанно
words@vb1988m	@vb1988m	177.377	177.641	?
words@vb1988m	@vb1988m	189.08	189.38	м-м-м
words@vb1988m	@vb1988m	201.3	201.88	угу
words@vb1988m	@vb1988m	209.28	210.23	м-м-м
words@vb1988m	@vb1988m	235.87	236.038	и
words@vb1988m	@vb1988m	236.038	236.206	об
words@vb1988m	@vb1988m	236.206	236.374	этом
words@vb1988m	@vb1988m	236.374	236.542	концепт
words@vb1988m	@vb1988m	236.542	236.71	?
words@vb1988m	@vb1988m	241.7	242.07	#смеётся#
words@vb1988m	@vb1988m	249.895	250.142	м-м-м
